domain,trace_id,contract_id,source_theorem,t11_status,failed_obligations,certificate_valid,postcondition_passed,post_margin,failure_reason,assumptions_used,passed,scope_note
healthcare,healthcare-orius-p001453-12,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-13,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-14,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-15,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-16,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-17,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-18,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-19,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-20,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-21,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-22,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-23,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-24,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
