source_id,title,year,venue,doi_or_url,source_type,topic_family,theorem_dependency,claim_supported,provenance,used_in_proof_dependency,read_status
SRC0164,Maturation of human oocytes in vitro and their developmental competence,2001,Reproduction,https://doi.org/10.1530/rep.0.1210051,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0165,Bayes and big data: the consensus Monte Carlo algorithm,2016,International Journal of Management Science and Engineering Management,https://doi.org/10.1080/17509653.2016.1142191,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0166,Daughter cell separation is controlled by cytokinetic ring‐activated cell wall hydrolysis,2010,The EMBO Journal,https://doi.org/10.1038/emboj.2010.36,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0167,Mercury in the terrestrial environment: a review,2020,Environmental Sciences Europe,https://doi.org/10.1186/s12302-020-00401-x,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0168,The new biology of aldosterone,2005,Journal of Endocrinology,https://doi.org/10.1677/joe.1.06017,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0169,Role of factor XIII in fibrin clot formation and effects of genetic polymorphisms,2002,Blood,https://doi.org/10.1182/blood.v100.3.743,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0170,Relative Effectiveness of Conditional and Unconditional Cash Transfers for Schooling Outcomes in Developing Countries: A Systematic Review,2013,Campbell Systematic Reviews,https://doi.org/10.4073/csr.2013.8,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0171,Biological responses to physicochemical properties of biomaterial surface,2020,Chemical Society Reviews,https://doi.org/10.1039/d0cs00103a,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0172,An efficient algorithm for total variation regularization with applications to the single pixel camera and compressive sensing,2010,Rice Digital Scholarship Archive (Rice University),http://hdl.handle.net/1911/62229,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0173,Empirical Bayes selection of wavelet thresholds,2005,The Annals of Statistics,https://doi.org/10.1214/009053605000000345,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0174,"Could Fisher, Jeffreys and Neyman Have Agreed on Testing?",2003,Statistical Science,https://doi.org/10.1214/ss/1056397485,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0175,Atmospheric ions and nucleation: a review of observations,2011,Atmospheric chemistry and physics,https://doi.org/10.5194/acp-11-767-2011,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0176,Meteorology and atomic energy,1969,Atmospheric Environment (1967),https://doi.org/10.1016/0004-6981(69)90083-3,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0177,<i>E2f3</i> is critical for normal cellular proliferation,2000,Genes & Development,https://doi.org/10.1101/gad.14.6.690,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0178,Extreme dynamics in a biomolecular condensate,2023,Nature,https://doi.org/10.1038/s41586-023-06329-5,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0179,THE REDMAPPER GALAXY CLUSTER CATALOG FROM DES SCIENCE VERIFICATION DATA,2016,The Astrophysical Journal Supplement Series,https://doi.org/10.3847/0067-0049/224/1/1,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0180,LPJmL4 – a dynamic global vegetation model with managed land – Part 1: Model description,2018,Geoscientific model development,https://doi.org/10.5194/gmd-11-1343-2018,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0181,A Human-Curated Annotation of the Candida albicansGenome,2005,PLoS Genetics,https://doi.org/10.1371/journal.pgen.0010001,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0182,lntrogression and Its Consequences in Plants,1993,OpenAlex,https://doi.org/10.1093/oso/9780195069174.003.0004,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0183,Climate change impacts in the Middle East and Northern Africa (MENA) region and their implications for vulnerable population groups,2017,Regional Environmental Change,https://doi.org/10.1007/s10113-017-1144-2,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0184,Kinetics and mechanisms of reactions catalyzed by immobilized lipases☆,2000,Enzyme and Microbial Technology,https://doi.org/10.1016/s0141-0229(00)00206-4,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0185,Principles of Long-Term Dynamics of Dendritic Spines,2008,Journal of Neuroscience,https://doi.org/10.1523/jneurosci.0603-08.2008,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0186,Probes and Tests of Strong-Field Gravity with Observations in the Electromagnetic Spectrum,2008,Living Reviews in Relativity,https://doi.org/10.12942/lrr-2008-9,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0187,Exploiting simultaneous observational constraints on mass and absorption to estimate the global direct radiative forcing of black carbon and brown carbon,2014,Atmospheric chemistry and physics,https://doi.org/10.5194/acp-14-10989-2014,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0188,"Geologic correlation of the Himalayan orogen and Indian craton: Part 2. Structural geology, geochronology, and tectonic evolution of the Eastern Himalaya",2009,Geological Society of America Bulletin,https://doi.org/10.1130/b26461.1,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0189,On the nature and evolution of the neural bases of human language,2002,American Journal of Physical Anthropology,https://doi.org/10.1002/ajpa.10171,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0190,Linking hydraulic traits to tropical forest function in a size-structured and trait-driven model (TFS v.1-Hydro),2016,Geoscientific model development,https://doi.org/10.5194/gmd-9-4227-2016,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0191,Fungal Cell Gigantism during Mammalian Infection,2010,PLoS Pathogens,https://doi.org/10.1371/journal.ppat.1000945,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0192,Plasmodium falciparum Heterochromatin Protein 1 Marks Genomic Loci Linked to Phenotypic Variation of Exported Virulence Factors,2009,PLoS Pathogens,https://doi.org/10.1371/journal.ppat.1000569,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0193,The significance of magnesium for crop quality,2013,Plant and Soil,https://doi.org/10.1007/s11104-012-1555-2,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0194,The Membrane Transport System of the Guard Cell and Its Integration for Stomatal Dynamics,2017,PLANT PHYSIOLOGY,https://doi.org/10.1104/pp.16.01949,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0195,Conceptual Approaches to Modulating Antibody Effector Functions and Circulation Half-Life,2019,Frontiers in Immunology,https://doi.org/10.3389/fimmu.2019.01296,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0196,Healthcare in Metaverse: A Survey on Current Metaverse Applications in Healthcare,2022,IEEE Access,https://doi.org/10.1109/access.2022.3219845,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0197,Class Versus Industry Cleavages: Inter-Industry Factor Mobility and the Politics of Trade,2001,International Organization,https://doi.org/10.1162/002081801551405,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0198,"Thiamine deficiency disorders: diagnosis, prevalence, and a roadmap for global control programs",2018,Annals of the New York Academy of Sciences,https://doi.org/10.1111/nyas.13919,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0199,"The Three Horsemen of Riches: Plague, War, and Urbanization in Early Modern Europe",2012,The Review of Economic Studies,https://doi.org/10.1093/restud/rds034,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0200,"The age of Homo naledi and associated sediments in the Rising Star Cave, South Africa",2017,eLife,https://doi.org/10.7554/elife.24231,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0201,Data assimilation in atmospheric chemistry models: current status and future prospects for coupled chemistry meteorology models,2015,Atmospheric chemistry and physics,https://doi.org/10.5194/acp-15-5325-2015,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0202,Perceptual-cognitive universals as reflections of the world,1994,Psychonomic Bulletin & Review,https://doi.org/10.3758/bf03200759,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0203,Optimal rates of convergence for covariance matrix estimation,2010,The Annals of Statistics,https://doi.org/10.1214/09-aos752,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0204,Resistance to Hemi-Biotrophic F. graminearum Infection Is Associated with Coordinated and Ordered Expression of Diverse Defense Signaling Pathways,2011,PLoS ONE,https://doi.org/10.1371/journal.pone.0019008,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0205,"Observations of Clouds, Aerosols, Precipitation, and Surface Radiation over the Southern Ocean: An Overview of CAPRICORN, MARCUS, MICRE, and SOCRATES",2020,Bulletin of the American Meteorological Society,https://doi.org/10.1175/bams-d-20-0132.1,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0206,Ancestry-constrained phylogenetic analysis supports the indo-european steppe hypothesis,2015,Language,https://doi.org/10.1353/lan.2015.0005,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0207,Accretion during binary star formation -- II. Gaseous accretion and disc formation,1997,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/285.1.33,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0208,Linked Open Vocabularies (LOV): A gateway to reusable semantic vocabularies on the Web,2016,Semantic Web,https://doi.org/10.3233/sw-160213,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0209,Searching for IRES,2006,RNA,https://doi.org/10.1261/rna.157806,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0210,"FRET-based dynamic structural biology: Challenges, perspectives and an appeal for open-science practices",2021,eLife,https://doi.org/10.7554/elife.60416,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0211,FAIR v1.3: a simple emissions-based impulse response and carbon cycle model,2018,Geoscientific model development,https://doi.org/10.5194/gmd-11-2273-2018,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0212,Microglia Mediated Neuroinflammation in Parkinson’s Disease,2023,Cells,https://doi.org/10.3390/cells12071012,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0213,Indicators of Global Climate Change 2022: annual update of large-scale indicators of the state of the climate system and human influence,2023,Earth system science data,https://doi.org/10.5194/essd-15-2295-2023,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Le Cam two point method lower bound total variation,True,metadata_screened
SRC0214,High-dimensional analysis of semidefinite relaxations for sparse principal components,2009,The Annals of Statistics,https://doi.org/10.1214/08-aos664,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0215,Learning models with uniform performance via distributionally robust optimization,2021,The Annals of Statistics,https://doi.org/10.1214/20-aos2004,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0216,Estimation of distribution density,1983,Journal of Mathematical Sciences,https://doi.org/10.1007/bf01091455,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0217,Bounds on the sample complexity of Bayesian learning using information theory and the VC dimension,1994,Machine Learning,https://doi.org/10.1007/bf00993163,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0218,On minimax density estimation on \mathbb{R}},2004,Bernoulli,https://doi.org/10.3150/bj/1082380217,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0219,Nonasymptotic bounds for autoregressive time series modeling,2001,The Annals of Statistics,https://doi.org/10.1214/aos/1009210547,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0220,Bounds on inference,2013,OpenAlex,https://doi.org/10.1109/allerton.2013.6736575,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0221,Advancing Differential Privacy: Where We Are Now and Future Directions for Real-World Deployment,2024,Harvard Data Science Review,https://doi.org/10.1162/99608f92.d3197524,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0222,Sparse SIR: Optimal rates and adaptive estimation,2020,The Annals of Statistics,https://doi.org/10.1214/18-aos1791,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0223,Learning Models with Uniform Performance via Distributionally Robust\n Optimization,2018,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1810.08750,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0224,Distributed Lag Approximation to Linear Time-Invariant Systems,1979,The Annals of Statistics,https://doi.org/10.1214/aos/1176344672,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0225,Quantifying the Utility--Privacy Tradeoff in the Internet of Things,2018,ACM Transactions on Cyber-Physical Systems,https://doi.org/10.1145/3185511,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0226,Differential Privacy for Multi-armed Bandits: What Is It and What Is Its Cost?,2019,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1905.12298,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0227,Dynamic linear discriminant analysis in high dimensional space,2020,Bernoulli,https://doi.org/10.3150/19-bej1154,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0228,"Computability in statistical hypotheses testing, and characterizations of independence and directed influences in time series using Kolmogorov complexity",2010,Ghent University Academic Bibliography (Ghent University),http://hdl.handle.net/1854/LU-1107852,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0229,On Data-Processing and Majorization Inequalities for f-Divergences with Applications,2019,Entropy,https://doi.org/10.3390/e21101022,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0230,Principled Reinforcement Learning with Human Feedback from Pairwise or $K$-wise Comparisons,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2301.11270,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0231,Model selection for density estimation with $$\mathbb L _2$$-loss,2013,Probability Theory and Related Fields,https://doi.org/10.1007/s00440-013-0488-x,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0232,Posterior contraction of the population polytope in finite admixture models,2015,Bernoulli,https://doi.org/10.3150/13-bej582,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0233,On the Fundamental Limits of Adaptive Sensing,2011,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1111.4646,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0234,Joint Design of SAR Waveform and Imaging Filters Based on Target Information Maximization,2022,IEEE Journal of Selected Topics in Signal Processing,https://doi.org/10.1109/jstsp.2022.3217895,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0235,Polynomial Methods in Statistical Inference: Theory and Practice,2020,Foundations and Trends® in Communications and Information Theory,https://doi.org/10.1561/0100000095,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0236,Dynamic Pricing in High-Dimensions,2016,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.2855843,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0237,Error exponent analysis in quantum information theory,2018,UTS ePRESS (University of Technology Sydney),http://hdl.handle.net/10453/133185,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0238,Numerical solution of the shallow-water equations,1988,Data Archiving and Networked Services (DANS),https://ir.cwi.nl/pub/13173,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0239,Feeling the Bern: Adaptive Estimators for Bernoulli Probabilities of Pairwise Comparisons,2016,OpenAlex,https://doi.org/10.1109/isit.2016.7541480,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0240,Advancing Differential Privacy: Where We Are Now and Future Directions for Real-World Deployment,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2304.06929,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0241,Fano’s Inequality for Random Variables,2020,Statistical Science,https://doi.org/10.1214/19-sts716,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0242,Bounds on the Sample Complexity of Bayesian Learning Using Information Theory and the VC Dimension,1994,Machine Learning,https://doi.org/10.1023/a:1022698821832,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0243,Information-theoretic limitations of distributed information processing,2016,IDEALS (University of Illinois Urbana-Champaign),http://hdl.handle.net/2142/95358,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0244,"Volume Ratio, Sparsity, and Minimaxity under Unitarily Invariant Norms",2013,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1306.3609,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0245,Linear regression with an unknown permutation: Statistical and computational limits,2016,OpenAlex,https://doi.org/10.1109/allerton.2016.7852261,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0246,Federated Principal Component Analysis,2020,Apollo (University of Cambridge),https://doi.org/10.17863/cam.58991,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0247,Distributionally Robust Losses for Latent Covariate Mixtures,2020,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2007.13982,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0248,High-dimensional Principal Component Analysis,2011,Nature,https://doi.org/10.1038/nj7140-114a,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0249,Opinion Dynamics with Limited Information,2018,Lecture notes in computer science,https://doi.org/10.1007/978-3-030-04612-5_19,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0250,Differential Privacy in Personalized Pricing with Nonparametric Demand Models,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2109.04615,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0251,Information and Questionnaires in Statistical Inference,1970,University of Minnesota Digital Conservancy (University of Minnesota),http://hdl.handle.net/11299/199126,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0252,Minimax rates of estimation for high-dimensional linear regression over $\ell_q$-balls,2009,arXiv (Cornell University),https://doi.org/10.48550/arxiv.0910.2042,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0253,Entropy methods in statistical estimation,1998,"Centrum Wiskunde & Informatica (CWI), the national research institute for mathematics and computer science in the Netherlands",https://ir.cwi.nl/pub/13146,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0254,Multitask Learning and Bandits via Robust Statistics,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2112.14233,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0255,Opinion Dynamics with Limited Information,2023,Algorithmica,https://doi.org/10.1007/s00453-023-01157-5,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0256,Privacy Amplification via Compression: Achieving the Optimal Privacy-Accuracy-Communication Trade-off in Distributed Mean Estimation,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2304.01541,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0257,Statistical estimation of ergodic Markov chain kernel over discrete state space,2020,Bernoulli,https://doi.org/10.3150/20-bej1248,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0258,Phase Transitions in Bandits with Switching Constraints,2019,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1905.10825,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0259,Learning Markov models via low-rank optimization,2019,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1907.00113,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0260,Optimal policy evaluation using kernel-based temporal difference methods,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2109.12002,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
